,title,time,result
308,"Tài sản tăng 100 triệu USD, ông Phạm Nhật Vượng tiếp tục đứng trong danh sách tỷ phú thế giới",03-03-2014 - 23:58 PM,50
309,Vợ chồng tỷ phú Phạm Nhật Vượng 'thu lại' 1.300 tỷ đồng sau một phiên,23-12-2013 - 15:58 PM,50
310,Tỉ phú Phạm Nhật Vượng và tuyệt chiêu bán căn hộ cao cấp thời khó khăn,21-12-2013 - 14:00 PM,50
311,Vợ chồng ông Phạm Nhật Vượng trực tiếp nắm giữ số cổ phiếu trị giá 1 tỷ USD,01-08-2013 - 14:17 PM,50
312,"[Nóng trong tuần] Bầu Đức ""buông"" thủy điện, tỷ phú Phạm Nhật Vượng chia sẻ bí quyết",29-06-2013 - 20:50 PM,50
313,Tỷ phú Phạm Nhật Vượng lần đầu tiên trải lòng về triết lý kinh doanh,27-06-2013 - 09:16 AM,50
314,Tỷ phú Phạm Nhật Vượng: Im lặng là vàng?,14-03-2013 - 15:05 PM,50
315,[Nóng trong ngày] Đồn đoán người nào giàu hơn ông Phạm Nhật Vượng?,07-03-2013 - 18:18 PM,50
316,Tâm thức Việt của doanh nhân Phạm Nhật Vượng,07-03-2013 - 09:10 AM,50
317,Phạm Nhật Vượng lọt top tỷ phú xuất sắc của Forbes ,06-03-2013 - 15:33 PM,50
318,Ông Phạm Nhật Vượng lọt vào danh sách tỷ phú giàu nhất thế giới của Forbes,05-03-2013 - 08:42 AM,50
319,"Ông Phạm Nhật Vượng lọt vào danh sách tỷ phú giàu nhất thế giới với 1,5 tỷ USD",05-03-2013 - 08:33 AM,50
320,"Bloomberg gọi ông Phạm Nhật Vượng là ""tỷ phú ẩn danh""",26-10-2012 - 09:15 AM,50
321,Em trai ông Phạm Nhật Vượng nói về hiện tượng giả sư,10-08-2012 - 23:58 PM,50
322,"VIC: Ông Phạm Nhật Vượng giảm tỷ lệ sở hữu từ 39,17% còn 30,67%",19-01-2012 - 18:33 PM,50
323,Ông Phạm Nhật Vượng tiếp tục là người giàu nhất trên TTCK năm 2011,26-12-2011 - 08:36 AM,50
324,Ông Phạm Nhật Vượng làm Chủ tịch HĐQT VinGroup,15-11-2011 - 11:28 AM,50
325,Ông Phạm Nhật Vượng rút tên khỏi Hội đồng quản trị Vinpearl,28-10-2011 - 16:09 PM,50
326,VIC: ĐHCĐ thông qua việc ông Phạm Nhật Vượng đứng ra đảm bảo khoản vay chuyển đổi,12-09-2011 - 09:08 AM,50
327,Ông Phạm Nhật Vượng đứng ra đảm bảo cho Vincom phát hành khoản vay chuyển đổi,27-07-2011 - 13:44 PM,50
328,"VIC: Ông Phạm Nhật Vượng giảm tỷ lệ sở hữu từ 40,18% xuống còn 39,17%",13-06-2011 - 22:56 PM,50
329,Em trai Phạm Nhật Vượng muốn kinh doanh viễn thông,06-04-2011 - 13:32 PM,50
330,Ông Phạm Nhật Vượng chính thức trở thành người giàu nhất TTCK năm 2010,29-12-2010 - 10:50 AM,50
